ToyCar
id,AUC,pAUC
01,0.826737012987013,0.6915584415584416
02,0.9615795148247979,0.8934316924386438
03,0.9911374663072776,0.9734430415661797
04,0.9998814016172507,0.9993757979855298
Average,0.9448338489340848,0.8894522433871987
ToyConveyor
id,AUC,pAUC
01,0.7979765624999999,0.6886348684210526
02,0.6100580985915492,0.5404860081541882
03,0.6828729573939254,0.5684060227248479
Average,0.696969206161825,0.5991756331000295
fan
id,AUC,pAUC
00,0.9732309582309582,0.9328850381481961
02,0.9941504178272981,0.9692127254068319
04,0.9125862068965517,0.7741228070175439
06,0.9997783933518005,0.998833649220003
Average,0.9699364940766521,0.9187635549481438
pump
id,AUC,pAUC
00,0.9118531468531469,0.7865292602134707
02,0.8708558558558558,0.712185870080607
04,1.0,1.0
06,0.9777450980392156,0.9504643962848297
Average,0.9401135251870545,0.8622948816447268
slider
id,AUC,pAUC
00,1.0,1.0
02,0.9804494382022472,0.8971023063276168
04,0.9999438202247191,0.9997043169722057
06,1.0,1.0
Average,0.9950983146067416,0.9742016558249557
valve
id,AUC,pAUC
00,1.0,1.0
02,0.9863750000000001,0.9425438596491229
04,1.0,1.0
06,0.9984166666666667,0.9916666666666667
Average,0.9961979166666668,0.9835526315789475
Total Average,0.923858217605504,0.8712401000806671
